"Apuntes para un inventario general de fiestas tradicionales del Peru (Instituto Nacional de Cultura, 2001)",,,,,,,,,,
Fiesta,Mes,Dia,Departamento,Provincia,Distrito,latitud ,longitud,,,
Santa Rosa (Patronal),Agosto,30,Madre de Dios,n.d.,n.d.,-13.2210,-72.341,,,
San Ignacio de Loyola (Patronal),Julio,31,Moquegua,Grnl Sanchez Cerro,Ichuña,-16.1406,-70.5356,,,
San Bernardo de Quinistacas (Patronal),Agosto,20,Moquegua,Grnl Sanchez Cerro,Omate,-16.6739158,-70.9701077,,,
San Isidro Labrador (Patronal),Mayo,15,Moquegua,Grnl Sanchez Cerro,Omate,-16.6739158,-70.9701077,,,
Semana Santa (Tradicional),Movil,,Moquegua,Grnl Sanchez Cerro,Omate,-16.6739158,-70.9701077,,,
Señor de las Piedades Quinistacas (Patronal),Movil,,Moquegua,Grnl Sanchez Cerro,Omate,-16.6739158,-70.9701077,,,
Virgen de la Trinidad (Patronal),Marzo,19,Moquegua,Grnl Sanchez Cerro,Yunga,-16.3867,-70.8556,,,
San Pedro y San Pablo (Patronal),Junio,29,Moquegua,Ilo,Ilo,-17.63185,-71.34108,,,
Las Cruces (Tradicional),Mayo,1,Moquegua,Mariscal Nieto,Carumas,-16.8092,-70.6947,,,
Las Cruces (Tradicional),Mayo,3,Moquegua,Mariscal Nieto,Carumas,-16.8092,-70.6947,,,
Pascua de Resurreccion (Tradicional),Marzo/Abril,Movil,Moquegua,Mariscal Nieto,Carumas,-16.8092,-70.6947,,,
San Isidro Labrador (Patronal),Mayo,15,Moquegua,Mariscal Nieto,Carumas,-16.8092,-70.6947,,,
Virgen de la Inmaculada (Patronal),Diciembre,07-08,Moquegua,Mariscal Nieto,Carumas,-16.8092,-70.6947,,,
Las Cruces (Tradicional),Mayo,3,Moquegua,Mariscal Nieto,Cuchumbaya,-16.7508,-70.6861,,,
Pascua de Resurreccion (Tradicional),Marzo/Abril,Movil,Moquegua,Mariscal Nieto,Cuchumbaya,-16.7508,-70.6861,,,
Virgen de la Inmaculada Concepcion (Patronal),Diciembre,8,Moquegua,Mariscal Nieto,Samegua,-17.1817,-70.8997,,,
Las Cruces (Tradicional),Mayo,3,Moquegua,Mariscal Nieto,San Cristobal,-16.7399,-70.70647,,,
Pascua de Resurreccion (Tradicional),Marzo/Abril,Movil,Moquegua,Mariscal Nieto,San Cristobal,-16.7399,-70.70647,,,
Señor de Yacango (Patronal),Setiembre,14,Moquegua,Mariscal Nieto,Torata,-17.0767,-70.8442,,,
Virgen de la Candelaria (Patronal),Febrero,2,Moquegua,Mariscal Nieto,Torata,-17.0767,-70.8442,,,
San Isidro Labrador (Patronal),Mayo,15,Moquegua,Mariscal Nieto,ubinas,-16.3867,-70.8556,,,
Virgen Maria de la Natividad (Patronal),Setiembre,8,Pasco,Daniel A. Carrion,Chacayan,-10.4344,-76.4372,,,
San Santiago (Patronal),Julio,25,Pasco,Daniel A. Carrion,Chacayan (Antapirca),-10.4344,-76.4372,,,
San Juan Bautista (Patronal),Junio,24,Pasco,Daniel A. Carrion,Goyllarisquizga,-10.4731,-76.4083,,,
Virgen Maria de la Asuncion (Patronal),Agosto,15,Pasco,Daniel A. Carrion,n.d.,-10.29323,-75.43114,,,
Santa Rosa (Patronal),Agosto,30,Pasco,Daniel A. Carrion,n.d.,-10.29323,-75.43114,,,
San Juan Bautista (Patronal),Junio,24,Pasco,Daniel A. Carrion,Pasco (Yanacocha),-9.189967,-75.015152,,,
San Juan Bautista (Patronal),Junio,24,Pasco,Daniel A. Carrion,Paucar,-10.711,-76.4433,,,
San Pedro (Patronal),Junio,29,Pasco,Daniel A. Carrion,San Pedro de Pillao,-10.4389,-76.4953,,,
Virgen de Santa Ana (Patronal),Julio,26,Pasco,Daniel A. Carrion,Santa Ana de Tusi,-10.47342,-76.35602,,,
San Juan Bautista (Patronal),Junio,24,Pasco,Daniel A. Carrion,Tapuc (Michivilca),-10.43288,-76.4776,,,
San Juan Bautista (Patronal),Junio,24,Pasco,Daniel A. Carrion,Tapuc (Yacan),10.2333,76.2628,,,
San Pedro (Patronal),Junio,29,Pasco,Daniel A. Carrion,Yanahuanca,-10.4914,-76.5164,,,
Todos los Santos (Tradicional),Noviembre,2,Pasco,Daniel A. Carrion,Yanahuanca,-10.4914,-76.5164,,,
San Pedro (Patronal),Junio,29,Pasco,Oxapampa,Chontabamba,-10.60346,-75.43926,,,
Virgen del Carmen (Patronal),Julio,16,Pasco,Oxapampa,Huancabamba,-10.42887,-75.522557,,,
Santa Rosa (Patronal),Agosto,30,Pasco,Oxapampa,Oxapampa,-10.575,-75.4047,,,
San Juan Bautista (Patronal),Junio,24,Pasco,Oxapampa,Puerto Bermudez,-10.296104,-74.937734,,,
Virgen del Rosario (Patronal),Octubre,12,Pasco,Oxapampa,Villa Rica,-10.73944,-75.26972,,,
Todos los Santos (Tradicional),Noviembre,1,Pasco,Pasco,Chaupimarca,-10.68337,-76.254862,,,
Virgen de la Candelaria (Patronal),Febrero,2,Pasco,Pasco,Chaupimarca (La Quinua),-10.68337,-76.254862,,,
San Pedro (Patronal),Junio,29,Pasco,Pasco,Chaupimarca (Raco),-10.68337,-76.254862,,,
San Antonio de Padua (Patronal),Junio,13-15,Pasco,Pasco,Chaupimarca (Rancas),-10.68337,-76.254862,,,
Virgen del Carmen (Patronal),Julio,16,Pasco,Pasco,Huachon,-10.638813,-75.949327,,,
Virgen Maria de la Natividad (Patronal),Setiembre,8,Pasco,Pasco,Huachon,-10.638813,-75.949327,,,
San Juan Bautista (Patronal),Junio,24,Pasco,Pasco,Huariaca,-10.443359,-76.187339,,,
San Juan Bautista (Patronal),Junio,24,Pasco,Pasco,Huariaca (Los Andes de Pucara),-10.443359,-76.187339,,,
Niño Jesus (Patronal),Diciembre,25-30,Pasco,Pasco,Huayllay,-11.0006384,-76.3731337,,,
San Agustin (Patronal),Agosto,28,Pasco,Pasco,Huayllay,-11.0006384,-76.3731337,,,
Santisima Santa Cruz o Cruces de Mayo (Tradicional),Mayo,03-31,Pasco,Pasco,Huayllay,-11.0006384,-76.3731337,,,
Semana Santa (Tradicional),Marzo/Abril,Movil,Pasco,Pasco,Huayllay,-11.0006384,-76.3731337,,,
San Agustin (Patronal),Agosto,28,Pasco,Pasco,Huayllay,-11.0006384,-76.3731337,,,
Semana Santa (Tradicional),Marzo/Abril,Movil,Pasco,Pasco,Huayllay,-11.0006384,-76.3731337,,,
Señor de la Caña (Patronal),Marzo/Abril,Movil,Pasco,Pasco,n.d.,-10.69,-76.27,,,
Señor de los Milagros (Tradicional),Octubre,18,Pasco,Pasco,n.d.,-10.69,-76.27,,,
Virgen de las Nieves (Patronal),Agosto,5,Pasco,Pasco,n.d.,-10.69,-76.27,,,
Virgen del Transito (Patronal),Agosto,15,Pasco,Pasco,n.d.,-10.69,-76.27,,,
Santisima Santa Cruz o Cruces de Mayo (Tradicional),Mayo,03-31,Pasco,Pasco,n.d.,-10.69,-76.27,,,
Señor de la Exaltacion (Patronal),Setiembre,14,Pasco,Pasco,n.d.,-10.69,-76.27,,,
San Pedro (Patronal),Junio,29,Pasco,Pasco,Ninacaca,-10.85624,-76.109107,,,
San Jeronimo (Patronal),Setiembre,30,Pasco,Pasco,Pallanchacra,-10.41517,-76.23477,,,
Virgen del Carmen (Patronal),Julio,16,Pasco,Pasco,Pallanchacra,-10.41517,-76.23477,,,
Santisima Santa Cruz o Cruces de Mayo (Tradicional),Mayo,03-31,Pasco,Pasco,Paucartambo,-10.77463,-75.81299,,,
Semana Santa (Tradicional),Marzo/Abril,Movil,Pasco,Pasco,Paucartambo,-10.77463,-75.81299,,,
Virgen de la Inmaculada Concepcion (Patronal),Diciembre,8,Pasco,Pasco,Paucartambo,-10.77463,-75.81299,,,
Señor de la Exaltacion (Patronal),Setiembre,14,Pasco,Pasco,San Francisco de Asis de Yarusyacan,-10.48976,-76.19622,,,
Virgen de las Mercedes (Patronal),Setiembre,24,Pasco,Pasco,Simon Bolivar,-10.68986,-76.31593,,,
Semana Santa (Tradicional),Marzo/Abril,Movil,Pasco,Pasco,Simon Bolivar,-10.68986,-76.31593,,,
Virgen del Rosario (Patronal),Octubre,7,Pasco,Pasco,Ticlacayan,-10.534824,-76.163462,,,
Señor Cautivo (Patronal),Octubre,13,Piura,Ayabaca,Ayabaca,-4.64005,-79.71536,,,
Virgen del Carmen (Patronal),Julio,14,Piura,Huancabamba,Huancabamba,-5.23944444,-79.45083333,,,
San Lucas de Colan (Patronal),Julio,25,Piura,Paita,Paita,-5.0892,-81.11444,,,
San Pedro y San Pablo (Patronal),Junio,29,Piura,Paita,Paita,-5.0892,-81.11444,,,
San Santiago (Patronal),Julio,25,Piura,Paita,Paita,-5.0892,-81.11444,,,
Virgen de las Mercedes (Patronal),Setiembre,24,Piura,Paita,Paita,-5.0892,-81.11444,,,
Bajada de Reyes (Tradicional),Enero,6,Piura,Piura,Catacaos,-5.26667,-80.68333,,,
Semana Santa (Tradicional),Marzo/Abril,Movil,Piura,Piura,Catacaos,-5.26667,-80.68333,,,
Año Nuevo (Tradicional),Enero,1,Piura,Piura,Piura,-5.19449,-80.63282,,,
Los angeles (Patronal),Noviembre,1,Piura,Piura,Piura,-5.19449,-80.63282,,,
Navidad (Tradicional),Diciembre,25,Piura,Piura,Piura,-5.19449,-80.63282,,,
Santa Rosa (Patronal),Agosto,30,Piura,Piura,Piura,-5.19449,-80.63282,,,
Santisima Cruz (Tradicional),Mayo,3,Piura,Piura,Piura,-5.19449,-80.63282,,,
Virgen del Carmen (Patronal),Noviembre,13-14,Piura,Sechura,Sechura,-5.55694,-80.82222,,,
San Jacinto Forastero (Patronal),Septiembre,18,Piura,Sechura,Sechura,-5.55694,-80.82222,,,
San Martin de Thours (Patronal),Noviembre,11,Piura,Sechura,Sechura,-5.55694,-80.82222,,,
San Pedro y San Pablo (Patronal),Junio,29,Piura,Sechura,Sechura,-5.55694,-80.82222,,,
San Sebastian (Patronal),Enero,20,Piura,Sechura,Sechura,-5.55694,-80.82222,,,
Virgen de la Luz (Patronal),Setiembre,8,Piura,Sechura,Sechura,-5.55694,-80.82222,,,
Señor de Chocan (Patronal),Febrero,2,Piura,Sullana,Querecotillo,-4.83917,-80.6483,,,
Virgen de la Asuncion (Patronal),Agosto,15,Puno,Azangaro,Azangaro,-14.9086,-70.1953,,,
Virgen de la Inmaculada Concepcion (Patronal),Diciembre,8,Puno,Chucuito,Juli,-16.2166700,-69.4500000,,,
Cruz de Mayo (Tradicional),Mayo,2,Puno,El Collao,Ilave,-16.0869,-69.6381,,,
San Miguel Arcangel (Patronal),Setiembre,29,Puno,El Collao,Ilave,-16.0869,-69.6381,,,
Las Cruces (Tradicional),Mayo,2,Puno,Huancane,Huancane,-15.2008,-69.7678,,,
Virgen de la Inmaculada Concepcion (Patronal),Diciembre,8,Puno,Lampa,Lampa,-15.3647,-70.3675,,,
Cruz de Mayo (Tradicional),Mayo,3,Puno,Melgar,Ayaviri,-14.8863900,-70.5888900,,,
Virgen de Alta Gracia (Patronal),Setiembre,8,Puno,Melgar,Ayaviri,-14.8863900,-70.5888900,,,
Las Cruces (Tradicional),Mayo,3,Puno,Moho,Moho,-15.3603,-69.4997,,,
Las Cruces (Tradicional),Mayo,2,Puno,Puno,Acora,-15.9736,-69.7978,,,
Navidad (Tradicional),Diciembre,25,Puno,Puno,Atuncolla,-15.6883,-70.1439,,,
San Andres (Patronal),Noviembre,30,Puno,Puno,Atuncolla,-15.6883,-70.1439,,,
Niño San Salvador (Patronal),Agosto,6,Puno,Puno,Capachica,-15.6417,-69.8308,,,
Virgen del Rosario (Patronal),Octubre,12,Puno,Puno,Chucuito,-15.8947,-69.8894,,,
Virgen de la Inmaculada Concepcion (Patronal),Diciembre,8,Puno,Puno,Mañazo,-15.8011,-70.3433,,,
Las Cruces (Tradicional),Mayo,2,Puno,Puno,n.d.,-15.8422,-70.0199,,,
Virgen de la Candelaria (Patronal),Febrero,02-08,Puno,Puno,n.d.,-15.8422,-70.0199,,,
Virgen de la Inmaculada Concepcion (Patronal),Diciembre,8,Puno,Puno,Paucarcolla,"-15,7456.",-70.0561,,,
Virgen de la Asuncion (Patronal),Agosto,16,Puno,Puno,Pichacani (Laraquiri),-16.133333,-70.05,,,
San Antonio de Padua (Patronal),Junio,13,Puno,Puno,Sillustani,-15.8422,-70.0199,,,
San Antonio de Padua (Patronal),Junio,13,Puno,San Antonio de Putina,Putina,-14.91388889,-69.87361111,,,
San Felipe Apostol (Patronal),Octubre,12,Puno,San Roman,Caracoto,-15.5691769,-70.107236,,,
Señor de la Amarguras (Patronal),Febrero,,Puno,San Roman,Caracoto,-15.5691769,-70.107236,,,
San Francisco de Asis (Patronal),Octubre,8,Puno,Yunguyo,Yunguyo,-16.24416667,-69.0925,,,
Semana Santa (Tradicional),Movil,,San Martin,Lamas,Lamas,-6.41666667,-76.53333333,,,
Señor de Lamas (Patronal),Junio,13-18,San Martin,Lamas,Lamas,-6.41666667,-76.53333333,,,
Señor de Tabalosos (Patronal),Setiembre,03-09,San Martin,Lamas,Tabalosos,-6.388453,-76.634398,,,
Señor de Juanjui (Patronal),Setiembre,18-25,San Martin,Mariscal Caceres,Juanjui,-7.180239,-76.726467,,,
San Juan (Patronal),Junio,22-30,San Martin,Moyobamba,Moyobamba,-6.03476,-76.97467,,,
Señor de Moyobamba (Patronal),Julio,24-29,San Martin,Moyobamba,n.d.,-6.03,-76.97,,,
Señor de Morales (Patronal),Agosto,22-31,San Martin,San Martin,n.d.,-6.488888889,-76.36194444,,,
Señor de Shilcayo (Patronal),Setiembre,07-18,San Martin,San Martin,n.d.,-6.488888889,-76.36194444,,,
Cruz de la Evangelizacion (Tradicional),Mayo,6,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
La Capitana (Patronal),Agosto,30,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Pueblo Nuevo (Patronal),Setiembre,19,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
San Francisco (Patronal),Octubre,4,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
San Isidro Labrador (Patronal),Junio,15,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
San Jacinto (Patronal),Agosto,3er. Semana,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
San Juan de la Virgen (Patronal),Junio,24,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
San Pedro y San Pablo (Patronal),Junio,28-29,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Señor de Francos (Patronal),Agosto,5,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Señor de Cerro Blanco (Patronal),Noviembre,20,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Señor de Higueron (Patronal),Mayo,30,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Señor de Maldales (Patronal),Setiembre,16,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Señor de Oidor (Patronal),Setiembre,1,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Señor de Pechichal (Patronal),Noviembre,18,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Señor de Realengal (Patronal),Enero,22,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Señor de Vaqueria y Plateros (Patronal),Julio,3,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Virgen de la Inmaculada Concepcion (Patronal),Diciembre,8,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Virgen del Perpetuo Socorro (Patronal),Octubre,8,Tumbes,Tumbes,n.d.,-3.566667,-80.45,,,
Señor de la Peña (Patronal),Setiembre,29,Tumbes,Tumbes,San Juan de la Virgen (Cabuyal),-3.6275108,-80.4331676,,,
Señor de Matapalo (Patronal),Diciembre,2do. Domingo,Tumbes,Zarumilla,Matapalo,-3.68222,-80.1994,,,
Bajada de Reyes (Tradicional),Enero,6,ucayali,Cnrel. Portillo,Calleria (Pucallpa),-8.38333333,-74.55,,,
San Juan (Patronal),Junio,24,ucayali,Cnrel. Portillo,Calleria (Pucallpa),-8.38333333,-74.55,,,
Semana Santa (Tradicional),Abril,,ucayali,Cnrel. Portillo,Calleria (Pucallpa),-8.38333333,-74.55,,,
Navidad (Tradicional),Diciembre,15-30,ucayali,ucayali,n.d.,-9.96,-73.19,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
